COD_RH;                 AUTOR;                 NOMBRE_SOFT;                 NOMBRE_COMERCIAL;                FECHA;                LUGAR;                PLATAFORMA;                 AMBIENTE;                 REGISTRO 
202355;Lindsay ALVAREZ POMAR;COVID19 SIMULATOR;;2020;Colombia;;;
218405;Lilia Edith APARICIO PICO;SIRC VERSION 2;;2006;Colombia;NET;Windows;
218405;Lilia Edith APARICIO PICO;Sistema de Referencia y Contrareferencia Versión 2;;2006;Colombia;NET;Red Hospitalalaria;
218405;Lilia Edith APARICIO PICO;Sistema de Gestión de Salud para el Distrito Capital;;2003;Colombia;Visual Studionet SQL;Windows;
218405;Lilia Edith APARICIO PICO;SITEM GESTION DE CONOCIMIENTO;;2007;Colombia;Linux;libre;
218405;Lilia Edith APARICIO PICO;SITEM;;2004;Colombia;LIBRE;;
218405;Lilia Edith APARICIO PICO;Portal de medicina para la Unidad de Cuidado Intensivo del Hospital Santa Clara;Gestión de UCI;2008;Colombia;NET;WEB services;
218405;Lilia Edith APARICIO PICO;WEB Service para Refererencia y Contrarreferencia;SIRC integral;2008;Colombia;net;WEB services;
218405;Lilia Edith APARICIO PICO;portal Hospital Santa Clara;;2006;Colombia;net;windows;
218405;Lilia Edith APARICIO PICO;Medicina en Línea para la Comunidad de Cirec;;2003;Colombia;software;software libre;
218405;Lilia Edith APARICIO PICO;SimAE Simulador de ambiente espacial;;2012;Colombia;;;1330439
218405;Lilia Edith APARICIO PICO;ANALIZADOR DE PROTOCOLOS AX25 PARA PICOSATELITES;;2012;Colombia;;;1334268
218405;Lilia Edith APARICIO PICO;Software de calibracion de imagenes de radar metereológico a partir de imagenes satelitales;;2012;Colombia;;;1330437
292931;Julio Barón Velandia;INTREAP;;2018;;Mac, Windows, Linux;Aplicación Web;
292931;Julio Barón Velandia;REHAB;;2018;;Mac, Windows, Linux;Aplicación Web y de escritorio;
292931;Julio Barón Velandia;OA3D;;2018;;Mac, Windows, Linux;Aplicación Web y de escritorio;
1197452;Beitmantt Geovanni Cardenas Quintero;A2 AUTOMATIC ANNOTATOR;A2 AUTOMATIC ANNOTATOR;2012;Colombia;;;
1197452;Beitmantt Geovanni Cardenas Quintero;CODIFICADOR DE LNEA;CODIFICADOR DE LNEA;2011;Colombia;Libre;Libre;1330459
1197452;Beitmantt Geovanni Cardenas Quintero;CREACION DE TABLAS DE ROUTING MERDIANTE BELLMANFORD;CREACION DE TABLAS DE ROUTING MERDIANTE BELLMANFORD;2011;Colombia;Libre;Libre;1331191
401498;Luz Esperanza Bohorquez Arevalo;EQUALITY;;2003;Colombia;;;
401498;Luz Esperanza Bohorquez Arevalo;EQUALITY;;2005;Colombia;MACROMEDIA;FLASH;
401498;Luz Esperanza Bohorquez Arevalo;SIGI MASTER;;2003;Colombia;SQL SERVER, VISUAL BASIC;;
401498;Luz Esperanza Bohorquez Arevalo;SIGI PYME;;2002;Colombia;ACCES;;
401498;Luz Esperanza Bohorquez Arevalo;Diagnostico del sistemas de gestion de la calidad;;2002;Colombia;ACCES;;
193674;Sandro Javier Bolaños Castro;AIA AMBIENTE INGENIERIL ARTISTICO;Coloso AIA;2010;Colombia;Java;;1325346
193674;Sandro Javier Bolaños Castro;COLOSO CFL;COLOSO CFL;2011;Colombia;Java;;1328278
193674;Sandro Javier Bolaños Castro;COLOSO SPML;COLOSO SPML;2011;Colombia;Java;;1328279
193674;Sandro Javier Bolaños Castro;COLOSO UML;COLOSO UML;2010;Colombia;Java;;1327142
193674;Sandro Javier Bolaños Castro;COLOSO PATRONES GOF;COLOSO PATRONES GOF;2010;Colombia;Java;;1327141
193674;Sandro Javier Bolaños Castro;COLOSO ARCHIMATE;COLOSO ARCHIMATE;2010;Colombia;Java;;1327143
779296;Clara Inés Buriticá Arboleda;Aula virtual rea disciplinar y tecnológica;;2007;Colombia;Windows;Mozilla;
779296;Clara Inés Buriticá Arboleda;Aula virtual Recursos distribuidos de energía;;2007;Colombia;Windows;Mozilla;
779296;Clara Inés Buriticá Arboleda;Aula virtual Producción de energía;;2007;Colombia;Windows;Mozilla;
779296;Clara Inés Buriticá Arboleda;Proceso de producción de energía hidroeléctrica;;1995;Colombia;Windows;ithink;
779296;Clara Inés Buriticá Arboleda;TRAGEGAS v20;;1997;Colombia;Windows;ithink;
908428;Nelson Leonardo Diaz Aldana;SRC DESIGNER;SRC DESIGNER;2012;Colombia;;;13351
226602;Alvaro Espinel Ortega;Sistema de Integral de Referencia y Contrarreferencia para el Distrito Capital Fase I;SIRC Fase I;2004;Colombia;Visual Studio NETR, Motor de Base de Datos SQL Server 2000;Web;Convenio CocienciasGrupo de Investigación en Telemedicina Dir Lilia Edith Aparicio Pico
226602;Alvaro Espinel Ortega;Sistema de Evaluación Diplomados Virtuales Servicio Civil Alcaldía de Bogotá DC;SIN NOMBRE;2008;Colombia;Visual Studio NETR, Motor de Base de Datos SQL Server 2000;Web;No 037 Departamento Administrativo del Servicio Civil Distrital DASCD
226602;Alvaro Espinel Ortega;Sistema de Información Financiero y Contable SIFR;SIFR;2006;Colombia;Visual Studio NETR, Motor de Base de Datos SQL Server 2000;Windows;1325171 y 1316258
226602;Alvaro Espinel Ortega;Sistema de Vigilancia Tecnológica para la SDDE de Bogotá DC;SisVigiTecR;2010;Colombia;Visual Studio NETR, Motor de Base de Datos SQL Server 2000;Windows;No267 de 2009 SDDE  Universidad Distrital Francisco José de Caldas
226602;Alvaro Espinel Ortega;Sistema de Migración de Datos SIASUI;Migración SIASUI;2010;Colombia;ORACLE 10g;WEB;No 214 DE 2009 SUSCRITO CON LA UNIVERSIDAD DISTRITAL FRANCISCO JOSE DE CALDAS
226602;Alvaro Espinel Ortega;Sistema de Facturación y Cartera para MiPymes;Facturación y Cartera MiPymes;2005;Colombia;Visual Foxpro 60;Windows aplicación de Escritorio;Contrato de Prestación de Servicios Privados con la Firma Electromuebles Arauca LTDA
764680;Roberto Ferro Escobar;desarrollo de un software para interconexón de Protocolos;;2004;Colombia;Windows Linux;Visual Java;
764680;Roberto Ferro Escobar;SIMBIOGAS;SIMBIOGAS;2015;Colombia;Matlab;Windows;
764680;Roberto Ferro Escobar;Sistema Gestión Empresarial Modulo de Litografía;Sistema Gestión Empresarial Modulo de Litografía;2018;Colombia;Se desarrolla en lenguaje HTML, CSS, JAVASCRIPT, PHP y MySQL como sistema gestor de base de datos;Se desarrolla en lenguaje HTML;PROY02160211
764680;Roberto Ferro Escobar;Sistema de gestión empresarial préstamos de dinero;Sistema de gestión empresarial préstamos de dinero;2018;Colombia;Se desarrolla en lenguaje HTML, CSS, JAVASCRIPT, PHP y MySQL como sistema gestor de base de datos;Se desarrolla en lenguaje HTML;PROY02160211
764680;Roberto Ferro Escobar;Sistema gestión empresarial para el control de afiliaciones y gestión documental;Sistema gestión empresarial para el control de afiliaciones y gestión documental;2018;Colombia;Se desarrolla en lenguaje HTML, CSS, JAVASCRIPT, PHP y MySQL como sistema gestor de base de datos;Se desarrolla en lenguaje HTML;PROY02160211
764680;Roberto Ferro Escobar;Sistema de información para la gestión de estudiantes y docentes;sistema de información para la gestión de estudiantes y docentes;2018;Colombia;Se desarrolla en lenguaje HTML, CSS, JAVASCRIPT, PHP y MySQL como sistema gestor de base de datos;Se desarrolla en lenguaje HTML;PROY02160211
764680;Roberto Ferro Escobar;Sistema de GE módulo de facturación e inventario;Sistema de GE módulo de facturación e inventario;2018;Colombia;Se desarrolla en lenguaje HTML, CSS, JAVASCRIPT, PHP y MySQL como sistema gestor de base de datos;Se desarrolla en lenguaje HTML;PROY02160211
764680;Roberto Ferro Escobar;Sistema gestión empresarial para el control de pensiones y gestión documental;Sistema gestión empresarial para el control de pensiones y gestión documental;2018;Colombia;Se desarrolla en lenguaje HTML, CSS, JAVASCRIPT, PHP y MySQL como sistema gestor de base de datos;Se desarrolla en lenguaje HTML;PROY02160211
649902;Hector Arturo Florez Fernandez;SISTEMA DE GESTION EMPRESARIAL;SGE;2014;Colombia;Multiplataforma;Linux MySQL;
649902;Hector Arturo Florez Fernandez;MOVILMIGO;;2020;Colombia;Linux;Android;
649902;Hector Arturo Florez Fernandez;ONSUMMER;;2020;Colombia;Linux;PHP MySQL;
649902;Hector Arturo Florez Fernandez;HYPER ENVIOS;;2020;Colombia;Linux;PHP MySQL;
649902;Hector Arturo Florez Fernandez;RIWA;;2019;Colombia;Linux;NodeJS MongoDB;
649902;Hector Arturo Florez Fernandez;UDXPERTIS;;2020;Colombia;Linux;PHP MySQL;
649902;Hector Arturo Florez Fernandez;OASIS;;2020;Colombia;Linux;PHP MySQL;
649902;Hector Arturo Florez Fernandez;CFP;;2019;Colombia;Linux;PHP MySQL;
649902;Hector Arturo Florez Fernandez;DevPHP;;2019;Colombia;Linux;Java MySQL;
649902;Hector Arturo Florez Fernandez;SGE;;2019;Colombia;Linux;PHP MySQL;
649902;Hector Arturo Florez Fernandez;ICAIS;;2020;Colombia;Linux;PHP MySQL;
649902;Hector Arturo Florez Fernandez;DALLAS CLOTHES;;2020;Colombia;Linux;PHP MySQL;
649902;Hector Arturo Florez Fernandez;DFDR;;2020;Colombia;Linux;PHP MySQL;
649902;Hector Arturo Florez Fernandez;PUNTOCOMA;;2020;Colombia;Linux;PHP MySQL;
649902;Hector Arturo Florez Fernandez;SDC;;2020;Colombia;Linux;PHP MySQL;
649902;Hector Arturo Florez Fernandez;FOCUS;;2020;Colombia;Linux;PHP MySQL;
649902;Hector Arturo Florez Fernandez;BOOSTINGCO;;2020;Colombia;Linux;PHP MySQL;
649902;Hector Arturo Florez Fernandez;CS;;2020;Colombia;Linux;PHP MySQL;
649902;Hector Arturo Florez Fernandez;QUICK MEDICINE;;2020;Colombia;Linux;PHP MySQL;
649902;Hector Arturo Florez Fernandez;GAUSSIAN MOAT;;2019;Colombia;Multiplataforma;Java;
649902;Hector Arturo Florez Fernandez;PHPGEN;PHPGEN;2017;Colombia;Multiplataforma;Java;
649902;Hector Arturo Florez Fernandez;SPA;;2018;Colombia;Linux;PHP MySQL;
649902;Hector Arturo Florez Fernandez;BLACK JACK;;2018;Colombia;Android;Java;
649902;Hector Arturo Florez Fernandez;IRIS;;2018;Colombia;Linux;PHP MySQL;
649902;Hector Arturo Florez Fernandez;SI2;SI2;2016;Colombia;Multiplataforma;PHP MySQL;
649902;Hector Arturo Florez Fernandez;PSSA;;2016;Colombia;Linux;PHP;
649902;Hector Arturo Florez Fernandez;SCR;SCR;2016;Colombia;Multiplataforma;PHP MySQL;
649902;Hector Arturo Florez Fernandez;SP2;;2009;Colombia;Linux;PHP MySQL;
649902;Hector Arturo Florez Fernandez;NAIVE BAYES;;2015;Colombia;Multiplataforma;Java;
649902;Hector Arturo Florez Fernandez;PSIKONOMICLAB;;2009;Colombia;Multiplataforma;PHP MySQL;
649902;Hector Arturo Florez Fernandez;ROBOCODE;;2015;Colombia;Multiplataforma;Java;
649902;Hector Arturo Florez Fernandez;ARTESANIAS APP;;2015;Colombia;Andro;Android MySQL;
649902;Hector Arturo Florez Fernandez;BMA;BMA;2015;Colombia;Linux;PHP;
649902;Hector Arturo Florez Fernandez;CTS VIRTUAL;CTS VIRTUAL;2016;Colombia;Multiplataforma;PHP MySQL;
649902;Hector Arturo Florez Fernandez;BLACKJACK APP;BLACKJACK APP;2015;Colombia;Android;Java;
649902;Hector Arturo Florez Fernandez;TELAPP;;2015;Colombia;Andro;Android MySQL;
649902;Hector Arturo Florez Fernandez;SISTEMA DE INFORMACIÓN PARA LA ADMINISTRACIÓN Y EVALUACIÓN DE MARATONES DE PROGRAMACIÓN;Maraton;2013;Colombia;Multiplataforma;PHP MySQL;
649902;Hector Arturo Florez Fernandez;SISTEMA DE INFORMACIÓN PARA LA GESTIÓN DE INFORMACIÓN DE PROPIEDAD HORIZONTAL;SGPH;2013;Colombia;Multiplataforma;PHP MySQL;
649902;Hector Arturo Florez Fernandez;UNO;;2010;Colombia;Multiplataforma;J2ME;
649902;Hector Arturo Florez Fernandez;RIRC;;2020;Colombia;Linux;PHP MySQL;
649902;Hector Arturo Florez Fernandez;SvS;;2020;Colombia;Linux;PHP MySQL;
649902;Hector Arturo Florez Fernandez;SGRRV;;2020;Colombia;Linux;PHP MySQL;
649902;Hector Arturo Florez Fernandez;SCBAD;;2020;Colombia;Linux;PHP MySQL;
649902;Hector Arturo Florez Fernandez;MMUD;;2020;Colombia;Linux;PHP MySQL;
649902;Hector Arturo Florez Fernandez;SUPQUA;;2020;Colombia;Linux;Android TensorFlow;
649902;Hector Arturo Florez Fernandez;ICAIC;;2020;Colombia;Linux;PHP MySQL;
649902;Hector Arturo Florez Fernandez;RIS;;2019;Colombia;Linux;PHP MySQL;
649902;Hector Arturo Florez Fernandez;SGR;;2020;Colombia;Linux;PHP MySQL;
217344;Elvis Eduardo Gaona Garcia;Software de simulación para la caracterización de antenas con geometría fractal;Software de simulacion para la caracterizacion de antenas con geometría Fractal;2001;Colombia;Matlab;Windows;1319110
217344;Elvis Eduardo Gaona Garcia;Servicio de interoperabilidad y búsquedas de objetos de aprendizaje de confianza sobre plataformas LCMS;SERVICIO DE INTEROPERABILIDAD Y BSQUEDAS DE OBJETOS DE APRENDIZAJE DE CONFIANZA SOBRE PLATAFORMAS LCMS;2012;Colombia;C;Windows;1335198
217344;Elvis Eduardo Gaona Garcia;AESESTEGANO;AESESTEGANO  HERRAMIENTA CRIPTOGRFICA Y ESTEGANOGRAFA;2020;Colombia;El sistema requiere para su funcionamiento en la aplicación ejecutable un computador o dos computadores con conexión local, sistema operativo Windows 10 o Linux, memoria RAM de al menos 4GB, 44MB de espacio de almacenamiento en el disco duro;;
217344;Elvis Eduardo Gaona Garcia;LORAGTCP;;2020;Colombia;LoRaGTCP funciona en todos los sistemas operativos, se recomienda e;;
217344;Elvis Eduardo Gaona Garcia;Herramienta para el desarrollo rápido de videojuegos;Herramienta para el desarrollo rápido de videojuegos;2012;Colombia;Multiplataforma;Windows;1334498
217344;Elvis Eduardo Gaona Garcia;DBVT2 6 MHz;;2017;Colombia;Windows;;
217344;Elvis Eduardo Gaona Garcia;SACEGCEM;;2018;Colombia;Funciona en todos los sistemas operativos, se recomienda e;;
217344;Elvis Eduardo Gaona Garcia;DATA MANAGEMENT SENSOR NODE;DATA MANAGEMENT SENSOR NODE;2016;Colombia;Java;Windows;
217344;Elvis Eduardo Gaona Garcia;STOCHASTIC MICROGRID MANAGEMENT SYSTEM;STOCHASTIC MICROGRID MANAGEMENT SYSTEM;2015;Colombia;Matlab;Windows;2748515
217344;Elvis Eduardo Gaona Garcia;Sensor ptico de tensión y corriente eléctrica;SENSOR ÓPTICO DE TENSIÓN Y CORRIENTE ELCTRICA;2015;Colombia;Matlab;Windows;20152
217344;Elvis Eduardo Gaona Garcia;Analizador de Protocolos AX25 para Picosatélites;ANALIZADOR DE PROTOCOLOS AX25 PARA PICOSATELITES;2012;Colombia;C;WINDOWS;1334268
217344;Elvis Eduardo Gaona Garcia;Dispositivos de Conmutación Óptica de Nueva Generación;Dispositivos de Conmutación Óptica de Nueva Generación;2012;Colombia;Matlab;Windows;1332205
217344;Elvis Eduardo Gaona Garcia;Antenas Microstrip;Antenas Microstrip;2011;Colombia;Matlab;Windows;1328450
217344;Elvis Eduardo Gaona Garcia;FDTD MiPaZer;FDTD MiPaZer;2011;Colombia;Matlab;Windows;1328451
217344;Elvis Eduardo Gaona Garcia;Análisis de Líneas Bifilar y Coaxial;Análisis de Líneas Bifilar y Coaxial;2012;Colombia;Matlab;Windows;1334275
217344;Elvis Eduardo Gaona Garcia;Corrección del Efecto Doopler en Estaciones Terrenas;Corrección del Efecto Doopler en Estaciones Terrenas;2012;Colombia;LabView;Windows;
217344;Elvis Eduardo Gaona Garcia;Sistema de seguimiento y acceso remoto para Picosatélites;Sistema de seguimiento y acceso remoto para Picosatélites;2012;Colombia;LabView;Windows;CP
217344;Elvis Eduardo Gaona Garcia;Análisis de Antenas Microcintas empleando el Método de Diferencias Finitas en el Dominio del Tiempo;Análisis de Antenas Microcintas empleando el Método de Diferencias Finitas en el Dominio del Tiempo;2012;Colombia;Matlab;Windows;1334302
217344;Elvis Eduardo Gaona Garcia;TNCUD;TNCUD;2015;Colombia;c;Windows;1346455
217344;Elvis Eduardo Gaona Garcia;Estación Terrena UD;Estación Terrena UD;2009;Colombia;Labview;Windows;141122009
292974;Paulo Alonso Gaona García;GARDENSPECIES DM;GARDENSPECIES DM;2020;Colombia;NA;NA;1380477
292974;Paulo Alonso Gaona García;CHAMILO;CHAMILO;2019;Colombia;NA;NA;1376457
292974;Paulo Alonso Gaona García;ARMETEOROLOGY;ARMETEOROLOGY;2019;Colombia;NA;NA;1376262
292974;Paulo Alonso Gaona García;AGROCHAIN;AGROCHAIN;2020;Colombia;NA;NA;1381323
292974;Paulo Alonso Gaona García;ERGOSENT;ERGOSENT;2020;;NA;NA;1379386
292974;Paulo Alonso Gaona García;CLITEMA;CLITEMA;2019;Colombia;NA;NA;1377265
292974;Paulo Alonso Gaona García;Gerencia Informática como Soporte Sistémico para la Mejora en la Producción de Hatos Bovinos;Foreman;2008;Colombia;Tomcat  JSP  Oracle;Cliente  Servidor;1320334
292974;Paulo Alonso Gaona García;VORA;VORA;2017;Colombia;NA;NA;1363258
292974;Paulo Alonso Gaona García;Visual Analytics From WSN Data;Visual Analytica From WSN Data;2017;Colombia;NA;NA;1363274
292974;Paulo Alonso Gaona García;AAT ONTOLOGY VR;AAT ONTOLOGY VR;2017;Colombia;NA;NA;1364437
292974;Paulo Alonso Gaona García;VISSKOS;VISSKOS;2017;Colombia;NA;NA;1362387
292974;Paulo Alonso Gaona García;GamificationApgame;GamificationApgame;2016;Colombia;ClienteServidor;ClienteServidor;338852017
292974;Paulo Alonso Gaona García;CNPGRAPH;CNPGRAPH;2016;Colombia;ClieteServidor;ClienteServidor;22049015
292974;Paulo Alonso Gaona García;Dispositivos de conmutación óptica de nueva generación;Dispositivos de conmutación óptica de nueva generación;2012;Colombia;;;1332205
292974;Paulo Alonso Gaona García;VPR  A novel scalable framework of visualization for Publication reports;VPR  A novel scalable framework of visualization for Publication reports;2015;Colombia;Web;Cliente  Servidor;1348484
292974;Paulo Alonso Gaona García;Herramienta para el desarrollo rápido de Videjojuegos;Herramienta para el desarrollo rápido de Videjojuegos;2012;Colombia;;;1334498
292974;Paulo Alonso Gaona García;Análisis de antenas de microcintas empleando el método de diferencias finitas en el dominio del tiempo;Análisis de antenas de microcintas empleando el método de diferencias finitas en el dominio del tiempo;2012;Colombia;;;1334302
292974;Paulo Alonso Gaona García;Europeana visual search;Europeana visual search;2015;Colombia;Web;Cliente  Servidor;22049015
292974;Paulo Alonso Gaona García;Sistema de información BIOSAPI;Sistema de información BIOSAPI, para el monitoreo, análisis y seguimiento de especies de fauna silvestre, mediante biotelemetría;2015;Colombia;Web;Cliente  Servidor;22031112
292974;Paulo Alonso Gaona García;Sistema de información móvil para rutas urbanas del SITP Bogotá;Sistema de información móvil para rutas urbanas del SITP Bogotá;2015;Colombia;Android;Dispositivos móviles;135093
292974;Paulo Alonso Gaona García;Servicio de interoperabilidad y búsquedas de objetos de aprendizaje de confianza sobre plataformas LCMS;Servicio de interoperabilidad y búsquedas de objetos de aprendizaje de confianza sobre plataformas LCMS;2012;Colombia;Cliente  Servidor;WEB;2158709
292974;Paulo Alonso Gaona García;Indexación semántica de contenidos digitales sobre plataformas LCMS;Indexación semántica de contenidos digitales sobre plataformas LCMS;2012;Colombia;Cliente  Servidor;WEB;2158709
292974;Paulo Alonso Gaona García;Software de evaluación de usabilidad de herramientas colaborativas en sitios elearning;;2012;Colombia;ClienteServidor;Web;1332130
292974;Paulo Alonso Gaona García;Nanolearning project Prototipo de plataforma de aprendizaje con contenidos basados en nanotecnología;Nanolearning project Prototipo de plataforma de aprendizaje con contenidos basados en nanotecnología;2010;Colombia;Cliente Servidor;Web;1325165
292974;Paulo Alonso Gaona García;Prototipo wap aplicado a un ambiente de aprendizaje virtual elearning con estándares para el desarrollo de aprendizaje móvil;;2010;Colombia;Dispositivos Móviles;Web y Móvil;1325122
292974;Paulo Alonso Gaona García;Módulo de consultas y peticiones bibliotecarias basados en Agentes Inteligentes utilizando tecnologías Web y móvil;Módulo de consultas y peticiones bibliotecarias basados en Agentes Inteligentes utilizando tecnologías Web y móvil;2011;Colombia;;Web;1328141
292974;Paulo Alonso Gaona García;KiwiDSM;KiwiDSM;2011;Colombia;;Web;1328448
292974;Paulo Alonso Gaona García;Prototipo de Telemedicina móvil para asistencia médica domiciliaria y remota;;2010;Colombia;;Web y Móvil;1325462
292974;Paulo Alonso Gaona García;KRA;KRA;2011;Colombia;Windows;Escritorio java;1328447
292974;Paulo Alonso Gaona García;Modelo de Interoperabilidad de Servicios Académicos;;2011;Colombia;;Web;1328136
292974;Paulo Alonso Gaona García;DAPPICDH;DAPPICDH;2020;Colombia;NA;NA;1382121
251909;Cesar Augusto GARCÍA UBAQUE;APLICACIÓN MÓVIL DISCHARGE;Discharge;2020;Colombia;DISCHARGE ES UNA APLICACIN MVIL QUE EST DESARROLLADA PARA ANDROID IOS, BAJO CDIGO FUENTE DE JAVASCRIP;DISCHARGE ES UNA APLICACIN MVIL QUE EST DESARROLLADA PARA ANDROID IOS;GIFR021
251909;Cesar Augusto GARCÍA UBAQUE;APLICACIÓN MÓVIL PARALLEL PIPES;Parallel Pipes;2020;Colombia;PARALLEL PIPES ES UNA APLICACIN MVIL QUE EST DESARROLLADA PARA ANDROID IOS, BAJO CDIGO FUENTE;PARALLEL PIPES ES UNA APLICACIN MVIL QUE EST DESARROLLADA PARA ANDROID IOS;GIFR021
251909;Cesar Augusto GARCÍA UBAQUE;APLICACIÓN MÓVIL FLOWRISK;FlowRisk;2020;Colombia;LA APLICACIN MVIL FLOWRISK, EST DESARROLLADA PARA ANDROID IOS, BAJO CDIGO FUENTE DE JAVASCRIPT, ES;LA APLICACIN MVIL FLOWRISK;1202078879
251909;Cesar Augusto GARCÍA UBAQUE;APLICACION MOVIL SISTEMA DE TUBERIAS EN SERIE  SERIES PIPING SYSTEM;APLICACION MOVIL SISTEMA DE TUBERIAS EN SERIE  SERIES PIPING SYSTEM;2017;Colombia;REPOSA EN LA UNIVERSIDAD DISTRITAL;REPOSA EN LA UNIVERSIDAD DISTRITAL;1366108
251909;Cesar Augusto GARCÍA UBAQUE;APLICACIÓN MÓVIL RESALTO HIDRULICO PARA SECCIONES PRISMTICAS;;2018;Colombia;REPOSA EN LA UNIVERSIDAD DISTRITAL;;
251909;Cesar Augusto GARCÍA UBAQUE;APLICACION MOVIL COEFICIENTE DE FRICCION DARCY W COLEBROOK WHITE;APLICACION MOVIL COEFICIENTE DE FRICCION DARCY W COLEBROOK WHITE;2017;Colombia;REPOSA EN LA UNIVERSIDAD DISTRITAL;REPOSA EN LA UNIVERSIDAD DISTRITAL;1366110
251909;Cesar Augusto GARCÍA UBAQUE;APLICACION MOVIL DISEO DE CANALES HIDRAULICOS HIDROEOLM;APLICACION MOVIL DISEO DE CANALES HIDRAULICOS HIDROEOLM;2017;Colombia;REPOSA EN LA UNIVERSIDAD DISTRITAL;REPOSA EN LA UNIVERSIDAD DISTRITAL;1366106
251909;Cesar Augusto GARCÍA UBAQUE;APLICACION MOVIL DISEO TUBERIAS A PRESION DARCYWEISBACH;APLICACION MOVIL DISEO TUBERIAS A PRESION DARCYWEISBACH;2017;Colombia;REPOSA EN LA UNIVERSIDAD DISTRITAL;REPOSA EN LA UNIVERSIDAD DISTRITAL;1366107
251909;Cesar Augusto GARCÍA UBAQUE;APLICATIVO PARA SITIO WEB PRESUPUESTOS PARA CONSTRUCCION DE VIVIENDAS;APLICATIVO PARA SITIO WEB PRESUPUESTOS PARA CONSTRUCCION DE VIVIENDAS;2016;Colombia;POR SEGURIDAD, REPOSA EN LA UNIVERSIDAD DISTRITAL;POR SEGURIDAD;1362474
251909;Cesar Augusto GARCÍA UBAQUE;APLICACION MOVIL FLUJO CRITICO EN CANALES SOLUCION NEWTON RAPHSON;APLICACION MOVIL FLUJO CRITICO EN CANALES SOLUCION NEWTON RAPHSON;2017;Colombia;REPOSA EN LA UNIVERSIDAD DISTRITAL;REPOSA EN LA UNIVERSIDAD DISTRITAL;1366109
251909;Cesar Augusto GARCÍA UBAQUE;APLICACIÓN MÓVIL SISTEMAS DE BOMBEO HIDRULICO;;2018;Colombia;;;
251909;Cesar Augusto GARCÍA UBAQUE;APLICACIÓN MÓVIL FLUJO GRADUALMENTE VARIADO;APLICACIÓN MÓVIL FLUJO GRADUALMENTE VARIADO;2018;Colombia;REPOSA EN LA UNIVERSIDAD DISTRITAL;REPOSA EN LA UNIVERSIDAD DISTRITAL;1366109
251909;Cesar Augusto GARCÍA UBAQUE;Aplicativo para sitio web Especificaciones Técnicas para Construcción de Viviendas;Especificaciones Técnicas para Construcción de Viviendas;2016;Colombia;Windows;Google;135626
251909;Cesar Augusto GARCÍA UBAQUE;APLICACIÓN MÓVIL HYDROGUMBEL;HydroGumbel;2020;Colombia;LA APLICACIN MVIL HYDROGUMBEL, EST DESARROLLADA PARA ANDROID IOS, BAJO CDIGO FUENTE DE JAVASCRIP;LA APLICACIN MVIL HYDROGUMBEL;GIFR021
251909;Cesar Augusto GARCÍA UBAQUE;APLICACIÓN MÓVIL HYDROTANKS;HYDROTANKS;2020;Colombia;HYDROTANKS ES UNA APLICACION MVIL QUE EST DESARROLLADA PARA ANDROID IOS, BAJO CDIGO FUENTE;HYDROTANKS ES UNA APLICACION MVIL QUE EST DESARROLLADA PARA ANDROID IOS;GIFR021
